Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL30638,"Illumina MiSeq (Neisseria musculi)","high-throughput sequencing","Neisseria musculi",0,18,1,"GEO","Sep 15, 2021"
GPL30625,"Illumina HiSeq 2000 (Thermothelomyces thermophilus ATCC 42464)","high-throughput sequencing","Thermothelomyces thermophilus ATCC 42464",0,0,0,"GEO","Sep 14, 2021"
GPL30626,"Illumina NextSeq 500 (Homo sapiens; Vibrio cholerae O1 biovar El Tor)","high-throughput sequencing","Homo sapiens;Vibrio cholerae O1 biovar El Tor",0,0,0,"GEO","Sep 14, 2021"
GPL30627,"Illumina NextSeq 500 (Vibrio cholerae O1 biovar El Tor)","high-throughput sequencing","Vibrio cholerae O1 biovar El Tor",0,0,0,"GEO","Sep 14, 2021"
GPL30628,"NextSeq 550 (Staphylococcus aureus subsp. aureus USA300)","high-throughput sequencing","Staphylococcus aureus subsp. aureus USA300",0,0,0,"GEO","Sep 14, 2021"
GPL30629,"Illumina NovaSeq 6000 (Dendrobium catenatum)","high-throughput sequencing","Dendrobium catenatum",0,16,1,"GEO","Sep 14, 2021"
GPL30632,"Illumina NovaSeq 6000 (Owenia fusiformis)","high-throughput sequencing","Owenia fusiformis",0,26,1,"GEO","Sep 14, 2021"
GPL30624,"Illumina NovaSeq 6000 (Ustilago maydis)","high-throughput sequencing","Ustilago maydis",0,6,1,"GEO","Sep 13, 2021"
GPL30619,"MGISEQ-2000RS (Oryza sativa Japonica Group)","high-throughput sequencing","Oryza sativa Japonica Group",0,10,2,"GEO","Sep 11, 2021"
GPL30614,"NextSeq 2000 (Danio rerio)","high-throughput sequencing","Danio rerio",0,38,4,"GEO","Sep 10, 2021"
GPL30615,"Agilent-070155 Mouse miRNA Microarray (Probe Name version)","in situ oligonucleotide","Mus musculus",4459,8,1,"GEO admin","Sep 10, 2021"
GPL30616,"Illumina NovaSeq 6000 (Rousettus aegyptiacus)","high-throughput sequencing","Rousettus aegyptiacus",0,32,1,"GEO","Sep 10, 2021"
GPL30609,"Illumina HiSeq 4000 (Pelodiscus sinensis)","high-throughput sequencing","Pelodiscus sinensis",0,0,0,"GEO","Sep 09, 2021"
GPL30610,"Illumina HiSeq 3000 (Populus nigra)","high-throughput sequencing","Populus nigra",0,0,0,"GEO","Sep 09, 2021"
GPL30611,"Illumina HiSeq 4000 (Ixodes scapularis)","high-throughput sequencing","Ixodes scapularis",0,12,1,"GEO","Sep 09, 2021"
GPL30612,"Illumina NovaSeq 6000 (Escherichia coli BL21(DE3))","high-throughput sequencing","Escherichia coli BL21(DE3)",0,10,1,"GEO","Sep 09, 2021"
GPL30604,"Illumina HiSeq 2500 (Entoloma abortivum)","high-throughput sequencing","Entoloma abortivum",0,9,1,"GEO","Sep 08, 2021"
GPL30605,"Illumina HiSeq 2500 (Armillaria mellea; Entoloma abortivum)","high-throughput sequencing","Armillaria mellea;Entoloma abortivum",0,9,1,"GEO","Sep 08, 2021"
GPL30606,"Illumina HiSeq 2500 (Armillaria mellea)","high-throughput sequencing","Armillaria mellea",0,9,1,"GEO","Sep 08, 2021"
GPL30608,"Illumina NovaSeq 6000 (Pardosa milvina)","high-throughput sequencing","Pardosa milvina",0,0,0,"GEO","Sep 08, 2021"
GPL30597,"Illumina HiSeq 2000 (Pseudoalteromonas sp. GCY)","high-throughput sequencing","Pseudoalteromonas sp. GCY",0,6,1,"GEO","Sep 07, 2021"
GPL30598,"Illumina HiSeq 4000 (Cicer arietinum; Phytophthora medicaginis)","high-throughput sequencing","Cicer arietinum;Phytophthora medicaginis",0,0,0,"GEO","Sep 07, 2021"
GPL30601,"Illumina NovaSeq 6000 (Citrus reticulata)","high-throughput sequencing","Citrus reticulata",0,0,0,"GEO","Sep 07, 2021"
GPL30595,"Illumina HiSeq 3000 (Shigella flexneri)","high-throughput sequencing","Shigella flexneri",0,6,1,"GEO","Sep 06, 2021"
GPL30596,"Illumina HiSeq 4000 (Columba livia)","high-throughput sequencing","Columba livia",0,0,0,"GEO","Sep 06, 2021"
GPL30588,"nanoString nCounter Mouse Metabolism Panel [NS_Mm_Metabolism_v1.0]","other","Mus musculus",768,24,1,"Dr Manuela Martins-Green","Sep 05, 2021"
GPL30522,"Agilent-085203 human","in situ oligonucleotide","Homo sapiens",132870,6,1,"Liu longbin","Sep 04, 2021"
GPL30592,"Illumina HiSeq 4000 (Influenza A virus (A/WSN/1933(H1N1)))","high-throughput sequencing","Influenza A virus (A/WSN/1933(H1N1))",0,39,1,"GEO","Sep 04, 2021"
GPL30593,"Illumina HiSeq 2500 (Influenza A virus (A/WSN/1933(H1N1)))","high-throughput sequencing","Influenza A virus (A/WSN/1933(H1N1))",0,16,1,"GEO","Sep 04, 2021"
GPL30586,"Illumina HiSeq 4000 (Sinapis alba)","high-throughput sequencing","Sinapis alba",0,12,1,"GEO","Sep 03, 2021"
GPL30587,"Nanostring GeoMx Digital Spatial Profiling (DSP) Platform","other","Homo sapiens",1440,120,2,"Robert Sebra","Sep 03, 2021"
GPL30590,"Illumina NextSeq 500 (Thermothelomyces thermophilus)","high-throughput sequencing","Thermothelomyces thermophilus",0,24,1,"GEO","Sep 03, 2021"
GPL30591,"Illumina NovaSeq 6000 (Thermothelomyces thermophilus)","high-throughput sequencing","Thermothelomyces thermophilus",0,25,1,"GEO","Sep 03, 2021"
GPL30575,"Agilent-085630 Oebiotech Human Microarray V7","in situ oligonucleotide","Homo sapiens",180880,10,1,"Wan-liang Guo","Sep 02, 2021"
GPL30578,"BGISEQ-500 (Anas platyrhynchos)","high-throughput sequencing","Anas platyrhynchos",0,1,1,"GEO","Sep 02, 2021"
GPL30579,"BGISEQ-500 (Anolis carolinensis)","high-throughput sequencing","Anolis carolinensis",0,1,1,"GEO","Sep 02, 2021"
GPL30580,"BGISEQ-500 (Cervus nippon taiouanus)","high-throughput sequencing","Cervus nippon taiouanus",0,1,1,"GEO","Sep 02, 2021"
GPL30581,"BGISEQ-500 (Felis catus)","high-throughput sequencing","Felis catus",0,7,1,"GEO","Sep 02, 2021"
GPL30582,"BGISEQ-500 (Manis javanica)","high-throughput sequencing","Manis javanica",0,9,1,"GEO","Sep 02, 2021"
GPL30583,"BGISEQ-500 (Mesocricetus auratus)","high-throughput sequencing","Mesocricetus auratus",0,13,2,"GEO","Sep 02, 2021"
GPL30584,"BGISEQ-500 (Panthera tigris altaica)","high-throughput sequencing","Panthera tigris altaica",0,5,1,"GEO","Sep 02, 2021"
GPL30585,"Illumina HiSeq 2500 (Panicum sumatrense)","high-throughput sequencing","Panicum sumatrense",0,0,0,"GEO","Sep 02, 2021"
GPL30574,"NanoString custom mouse","other","Mus musculus",48,12,1,"John Wilson","Sep 01, 2021"
GPL30576,"Illumina HiSeq 2500 (Glossina fuscipes fuscipes)","high-throughput sequencing","Glossina fuscipes fuscipes",0,10,1,"GEO","Sep 01, 2021"
GPL30219,"[MoEx-1_0-st] Affymetrix Mouse Exon 1.0 ST Array","in situ oligonucleotide","Mus musculus",33426,7,1,"Rajesh Agarwal","Aug 31, 2021"
GPL30516,"Nanostring PanCancer Immune Profiling Panel Customized","other","Homo sapiens",32,135,1,"Reinhard Dummer","Aug 31, 2021"
GPL30571,"[miRNA-4] Affymetrix Rat miRNA-4 Array [Brain Array V21]","in situ oligonucleotide","Rattus norvegicus",1231,27,1,"Affymetrix, Inc.","Aug 31, 2021"
GPL30572,"[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [gene name version II]","in situ oligonucleotide","Homo sapiens",29405,35,1,"GEO admin","Aug 31, 2021"
GPL30573,"Illumina NovaSeq 6000 (Pan troglodytes)","high-throughput sequencing","Pan troglodytes",0,10,2,"GEO","Aug 31, 2021"
GPL30566,"Illumina NovaSeq 6000 (Dichotomyctere nigroviridis)","high-throughput sequencing","Dichotomyctere nigroviridis",0,22,1,"GEO","Aug 30, 2021"
GPL30567,"MGISEQ-2000RS (Drosophila melanogaster)","high-throughput sequencing","Drosophila melanogaster",0,4,1,"GEO","Aug 30, 2021"
GPL30562,"Illumina HiSeq 2500 (Streptococcus suis)","high-throughput sequencing","Streptococcus suis",0,6,1,"GEO","Aug 29, 2021"
GPL30557,"NanoString nCounter Mouse Metabolic Pathways Panel","other","Mus musculus",782,35,2,"Joanna Rorbach","Aug 27, 2021"
GPL30560,"MGISEQ-2000RS (Danio rerio)","high-throughput sequencing","Danio rerio",0,0,0,"GEO","Aug 27, 2021"
GPL30547,"NanoString nCounter Human PTCL gene expression custom v1","other","Homo sapiens",208,159,1,"Laura Jiménez Tomas Roca","Aug 26, 2021"
GPL30552,"Illumina NextSeq 500 (Aspergillus fumigatus Af293)","high-throughput sequencing","Aspergillus fumigatus Af293",0,15,1,"GEO","Aug 26, 2021"
GPL30553,"Illumina HiSeq 2500 (Eriocheir sinensis)","high-throughput sequencing","Eriocheir sinensis",0,0,0,"GEO","Aug 26, 2021"
GPL30554,"MinION (Severe acute respiratory syndrome coronavirus 2)","high-throughput sequencing","Severe acute respiratory syndrome coronavirus 2",0,0,0,"GEO","Aug 26, 2021"
GPL30555,"NextSeq 550 (Agrobacterium tumefaciens)","high-throughput sequencing","Agrobacterium tumefaciens",0,46,2,"GEO","Aug 26, 2021"
GPL30556,"Illumina NovaSeq 6000 (Raphanus sativus)","high-throughput sequencing","Raphanus sativus",0,9,1,"GEO","Aug 26, 2021"
GPL30539,"Illumina HiSeq 2000 (Cicer arietinum; Phytophthora medicaginis)","high-throughput sequencing","Cicer arietinum;Phytophthora medicaginis",0,16,1,"GEO","Aug 25, 2021"
GPL30540,"HiSeq X Ten (Ambystoma mexicanum)","high-throughput sequencing","Ambystoma mexicanum",0,0,0,"GEO","Aug 25, 2021"
GPL30541,"DNBSEQ-T7 (Ambystoma mexicanum)","high-throughput sequencing","Ambystoma mexicanum",0,0,0,"GEO","Aug 25, 2021"
GPL30548,"AB SOLiD System 3.0 (Glycine max; Phytophthora sojae)","high-throughput sequencing","Glycine max;Phytophthora sojae",0,4,1,"GEO","Aug 25, 2021"
GPL30549,"AB SOLiD System 3.0 (Glycine max)","high-throughput sequencing","Glycine max",0,8,1,"GEO","Aug 25, 2021"
GPL30550,"AB SOLiD System 3.0 (Phytophthora sojae)","high-throughput sequencing","Phytophthora sojae",0,8,1,"GEO","Aug 25, 2021"
GPL30493,"Agilent_human_DiscoverPrint_15746","in situ oligonucleotide","Homo sapiens",40793,356,3,"Christina Yau","Aug 24, 2021"
GPL30533,"μParaflo™ human microRNA microarray Assay","spotted DNA/cDNA","Homo sapiens",3968,2,1,"Minfeng Shu","Aug 23, 2021"
GPL30536,"BGISEQ-500 (Schistosoma mansoni)","high-throughput sequencing","Schistosoma mansoni",0,12,1,"GEO","Aug 23, 2021"
GPL30537,"Illumina NovaSeq 6000 (Musca domestica)","high-throughput sequencing","Musca domestica",0,6,1,"GEO","Aug 23, 2021"
GPL30438,"nCounter Mouse Immunology Panel [NS_Immunology_Mm_C2269]","other","Mus musculus",575,84,4,"Susan M Knoblach","Aug 20, 2021"
GPL30532,"Illumina Novaseq 6000 (Halobacterium salinarum)","high-throughput sequencing","Halobacterium salinarum",0,24,2,"GEO","Aug 20, 2021"
GPL30524,"Nanostring AutoImmune Panel","other","Homo sapiens",618,18,1,"Charles Cassius","Aug 19, 2021"
GPL30527,"Illumina NextSeq 500 (Clostridium tetani)","high-throughput sequencing","Clostridium tetani",0,26,1,"GEO","Aug 19, 2021"
GPL30528,"Illumina HiSeq 2000 (Pagiophloeus tsushimanus)","high-throughput sequencing","Pagiophloeus tsushimanus",0,15,1,"GEO","Aug 19, 2021"
GPL30529,"NextSeq 550 (Cannabis sativa)","high-throughput sequencing","Cannabis sativa",0,6,1,"GEO","Aug 19, 2021"
GPL30530,"Illumina NovaSeq 6000 (Oryza longistaminata)","high-throughput sequencing","Oryza longistaminata",0,12,1,"GEO","Aug 19, 2021"
GPL30531,"Illumina HiSeq 2500 ([Candida] glabrata CBS 138)","high-throughput sequencing","[Candida] glabrata CBS 138",0,10,2,"GEO","Aug 19, 2021"
GPL27470,"Microarrays of yeast nuclearly encoded tRNAs","spotted oligonucleotide","Saccharomyces cerevisiae",68,10,1,"Zoya Ignatova","Aug 18, 2021"
GPL30116,"Microarrays of Bacillus encoded tRNAs [2020_bacillus.gal]","spotted oligonucleotide","Enterococcus faecalis",40,19,1,"Zoya Ignatova","Aug 18, 2021"
GPL30518,"miRCURY LNA miRNA miRNome PCR Panel","RT-PCR","Homo sapiens",138,240,1,"Konrad Stawiski","Aug 16, 2021"
GPL30517,"Illumina HiSeq 2500 (Liberibacter crescens BT-1)","high-throughput sequencing","Liberibacter crescens BT-1",0,12,2,"GEO","Aug 16, 2021"
GPL30519,"NextSeq 2000 (Escherichia coli K-12)","high-throughput sequencing","Escherichia coli K-12",0,6,1,"GEO","Aug 16, 2021"
GPL30521,"Illumina NextSeq 500 (Ooceraea biroi)","high-throughput sequencing","Ooceraea biroi",0,0,0,"GEO","Aug 16, 2021"
GPL30515,"Illumina NovaSeq 6000 (Vitis vinifera)","high-throughput sequencing","Vitis vinifera",0,18,1,"GEO","Aug 15, 2021"
GPL30513,"Illumina HiSeq 2500 (Physcomitrium patens)","high-throughput sequencing","Physcomitrium patens",0,4,1,"GEO","Aug 14, 2021"
GPL30512,"Illumina HiSeq 2000 (Moschus berezovskii)","high-throughput sequencing","Moschus berezovskii",0,0,0,"GEO","Aug 13, 2021"
GPL30496,"Agilent custom Rice Gene Expression  8x60k Array designed by Genotypic Technology Private Limited  AMADID: 047691","in situ oligonucleotide","Oryza sativa",59925,0,0,"Vidya Niranjan","Aug 12, 2021"
GPL30505,"Illumina NovaSeq 6000 (Takifugu obscurus)","high-throughput sequencing","Takifugu obscurus",0,9,1,"GEO","Aug 12, 2021"
GPL30507,"Illumina HiSeq 2000 (Drosophila)","high-throughput sequencing","Drosophila",0,30,1,"GEO","Aug 12, 2021"
GPL30508,"HuProt™ v3.2","spotted peptide or protein","Homo sapiens",49152,6,1,"GEO admin","Aug 12, 2021"
GPL30499,"NextSeq 550 (Filifactor alocis)","high-throughput sequencing","Filifactor alocis",0,6,1,"GEO","Aug 11, 2021"
GPL30501,"Illumina novaseq 6000 (Mus musculus)","high-throughput sequencing","Mus musculus",0,4,1,"GEO","Aug 11, 2021"
GPL30502,"Illumina HiSeq 2500 (Acinetobacter baylyi; Escherichia coli; Pseudomonas putida)","high-throughput sequencing","Acinetobacter baylyi;Escherichia coli;Pseudomonas putida",0,0,0,"GEO","Aug 11, 2021"
GPL30504,"Illumina NovaSeq 6000 (Stenotrophomonas maltophilia)","high-throughput sequencing","Stenotrophomonas maltophilia",0,13,1,"GEO","Aug 11, 2021"
GPL30494,"NextSeq 550 (Bigelowiella natans)","high-throughput sequencing","Bigelowiella natans",0,5,1,"GEO","Aug 10, 2021"
GPL30495,"DNBSEQ-T7 (Gallus gallus)","high-throughput sequencing","Gallus gallus",0,60,1,"GEO","Aug 10, 2021"
GPL30497,"NextSeq 550 (Oryza sativa Japonica Group)","high-throughput sequencing","Oryza sativa Japonica Group",0,77,3,"GEO","Aug 10, 2021"
GPL30489,"Illumina NovaSeq 6000 (Papio anubis)","high-throughput sequencing","Papio anubis",0,4,1,"GEO","Aug 09, 2021"
GPL30490,"NextSeq 550 (Sideroxydans lithotrophicus)","high-throughput sequencing","Sideroxydans lithotrophicus",0,27,1,"GEO","Aug 09, 2021"
GPL30491,"HiSeq X Ten (Physcomitrium patens)","high-throughput sequencing","Physcomitrium patens",0,0,0,"GEO","Aug 09, 2021"
GPL30492,"Illumina NovaSeq 6000 (Paracoccus denitrificans)","high-throughput sequencing","Paracoccus denitrificans",0,2,1,"GEO","Aug 09, 2021"
GPL30486,"Oligodendrocyte marker -custom panel mouse1","RT-PCR","Mus musculus",48,41,2,"Elizabeth Gould","Aug 08, 2021"
GPL30487,"Oligodendrocyte marker -custom panel mouse2","RT-PCR","Mus musculus",48,46,2,"Elizabeth Gould","Aug 08, 2021"
GPL30488,"Oligodendrocyte marker -custom panel baboon","RT-PCR","Papio anubis",24,12,2,"Elizabeth Gould","Aug 08, 2021"
GPL30483,"Illumina HiSeq 2500 (Cuscuta campestris)","high-throughput sequencing","Cuscuta campestris",0,0,0,"GEO","Aug 06, 2021"
GPL30484,"Illumina HiSeq 2500 (Phelipanche aegyptiaca)","high-throughput sequencing","Phelipanche aegyptiaca",0,0,0,"GEO","Aug 06, 2021"
GPL30485,"Illumina HiSeq 2000 (Daucus carota)","high-throughput sequencing","Daucus carota",0,18,1,"GEO","Aug 06, 2021"
GPL30475,"Agilent-040989 Human lncRNA 4*180K microarray","in situ oligonucleotide","Homo sapiens",180094,0,0,"Xiao Liu","Aug 05, 2021"
GPL30476,"Agilent-040989 Human lncRNA 4*180K microarray [Probe Name version]","in situ oligonucleotide","Homo sapiens",167196,12,1,"Xiao Liu","Aug 05, 2021"
GPL30477,"Illumina HiSeq 4000 (Levilactobacillus brevis)","high-throughput sequencing","Levilactobacillus brevis",0,40,1,"GEO","Aug 05, 2021"
GPL30478,"HiSeq X Ten (Eisenia andrei)","high-throughput sequencing","Eisenia andrei",0,0,0,"GEO","Aug 05, 2021"
GPL30479,"DNBSEQ-T7 (Eisenia andrei)","high-throughput sequencing","Eisenia andrei",0,0,0,"GEO","Aug 05, 2021"
GPL30482,"NextSeq 550 (Bordetella hinzii)","high-throughput sequencing","Bordetella hinzii",0,228,1,"GEO","Aug 05, 2021"
GPL30474,"Illumina NextSeq 500 (Streptomyces scabiei)","high-throughput sequencing","Streptomyces scabiei",0,30,1,"GEO","Aug 04, 2021"
GPL30472,"Illumina NovaSeq 6000 (Nannospalax ehrenbergi)","high-throughput sequencing","Nannospalax ehrenbergi",0,40,2,"GEO","Aug 03, 2021"
GPL30473,"Illumina HiSeq 4000 (Nannospalax ehrenbergi)","high-throughput sequencing","Nannospalax ehrenbergi",0,6,2,"GEO","Aug 03, 2021"
GPL30471,"MGISEQ-2000RS (Arabidopsis thaliana)","high-throughput sequencing","Arabidopsis thaliana",0,0,0,"GEO","Aug 02, 2021"
GPL29326,"Agilent-024691 Rat Genome CGH Microarray [probe name version]","in situ oligonucleotide","Rattus norvegicus",101044,21,1,"Kazuhiro DAINO","Aug 01, 2021"
GPL30466,"HiSeq X Ten (Bos grunniens)","high-throughput sequencing","Bos grunniens",0,12,1,"GEO","Aug 01, 2021"
GPL30467,"Illumina HiSeq 2500 (Trichoderma virens)","high-throughput sequencing","Trichoderma virens",0,30,1,"GEO","Aug 01, 2021"
GPL30468,"HiSeq X Ten (Pseudomonas fluorescens)","high-throughput sequencing","Pseudomonas fluorescens",0,12,1,"GEO","Aug 01, 2021"
GPL30448,"TaqMan Low Density Array","RT-PCR","Homo sapiens",0,44,2,"Danielle A. Jeffrey","Jul 31, 2021"
GPL30452,"SOMAscan human proteomic assay","spotted peptide or protein","Homo sapiens",1141,12,2,"Danielle A. Jeffrey","Jul 31, 2021"
GPL30453,"NimbleGen 120629_Sus_scrofa_TJ array","in situ oligonucleotide","Sus scrofa",48985,24,1,"Bin Li","Jul 31, 2021"
GPL30444,"Custom OpenArray ""brain-specific miRNA array"" panel","RT-PCR","Rattus norvegicus",0,6,1,"SANJAY YADAV","Jul 30, 2021"
GPL30463,"Illumina NovaSeq 6000 (Mus musculus musculus x M. m. castaneus)","high-throughput sequencing","Mus musculus musculus x Mus musculus castaneus",0,44,2,"GEO","Jul 30, 2021"
GPL30464,"BGISEQ-500 (Handeliodendron bodinieri)","high-throughput sequencing","Handeliodendron bodinieri",0,30,1,"GEO","Jul 30, 2021"
GPL30455,"HiSeq X Ten (Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344)","high-throughput sequencing","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344",0,0,0,"GEO","Jul 29, 2021"
GPL30457,"NextSeq 550 (Pestalotiopsis sp. 9143b)","high-throughput sequencing","Pestalotiopsis sp. 9143b",0,6,1,"GEO","Jul 29, 2021"
GPL30458,"NextSeq 550 (Luteibacter sp. 9143a)","high-throughput sequencing","Luteibacter sp. 9143a",0,6,1,"GEO","Jul 29, 2021"
GPL30445,"Illumina NextSeq 500 (Nostoc punctiforme PCC 73102)","high-throughput sequencing","Nostoc punctiforme PCC 73102",0,4,1,"GEO","Jul 28, 2021"
GPL30446,"Illumina NextSeq 500 (Homo sapiens; Human gammaherpesvirus 4)","high-throughput sequencing","Homo sapiens;Human gammaherpesvirus 4",0,14,3,"GEO","Jul 28, 2021"
GPL30447,"Illumina NovaSeq 6000 (Actinobacillus pleuropneumoniae)","high-throughput sequencing","Actinobacillus pleuropneumoniae",0,6,1,"GEO","Jul 28, 2021"
GPL30450,"Illumina HiSeq 2000 (Oryza longistaminata)","high-throughput sequencing","Oryza longistaminata",0,9,1,"GEO","Jul 28, 2021"
GPL30440,"DNBSEQ-T7 (Homo sapiens; Mus musculus)","high-throughput sequencing","Homo sapiens;Mus musculus",0,21,2,"GEO","Jul 27, 2021"
GPL30441,"Illumina HiSeq 2500 (Pleurodeles waltl)","high-throughput sequencing","Pleurodeles waltl",0,3067,1,"GEO","Jul 27, 2021"
GPL30442,"Illumina NextSeq 500 (Drosophila ananassae)","high-throughput sequencing","Drosophila ananassae",0,15,1,"GEO","Jul 27, 2021"
GPL26984,"Agilent-084561 Pfalciparum15K_Dec16","in situ oligonucleotide","Plasmodium falciparum",15744,0,0,"Oriol Llorà-Batlle","Jul 26, 2021"
GPL30439,"Illumina NextSeq 500 ([Ruminococcus] gnavus)","high-throughput sequencing","[Ruminococcus] gnavus",0,7,1,"GEO","Jul 26, 2021"
GPL30436,"Illumina HiSeq 4000 (human lung metagenome)","high-throughput sequencing","human lung metagenome",0,0,0,"GEO","Jul 25, 2021"
GPL30437,"Illumina HiSeq 4000 (human saliva metagenome)","high-throughput sequencing","human saliva metagenome",0,0,0,"GEO","Jul 25, 2021"
GPL30422,"Sgr array","spotted oligonucleotide","Scleronephthya gracillimum",33828,13,1,"Seonock Woo","Jul 24, 2021"
GPL30430,"Utz Lab autoantigen protein microarray v1","spotted peptide or protein","Bos taurus;Capra aegagrus;Cricetulus griseus;Escherichia coli;Homo sapiens;Spodoptera frugiperda;Sus scrofa;Triticum aestivum",28,65,2,"Allan Feng","Jul 24, 2021"
GPL30431,"Utz Lab autoantigen protein microarray v2","spotted peptide or protein","Bos taurus;Capra aegagrus;Cricetulus griseus;Escherichia coli;Homo sapiens;Spodoptera frugiperda;Sus scrofa;Triticum aestivum",53,212,3,"Allan Feng","Jul 24, 2021"
GPL30432,"Utz Lab cytokine/chemokine protein microarray","spotted peptide or protein","Bos taurus;Capra aegagrus;Cricetulus griseus;Escherichia coli;Homo sapiens;Spodoptera frugiperda;Sus scrofa;Triticum aestivum",41,210,3,"Allan Feng","Jul 24, 2021"
GPL30433,"Utz Lab viral protein microarray","spotted peptide or protein","Bos taurus;Capra aegagrus;Cricetulus griseus;Escherichia coli;Homo sapiens;Spodoptera frugiperda;Sus scrofa;Triticum aestivum",28,111,2,"Allan Feng","Jul 24, 2021"
GPL30424,"UGA#2 IBV array","spotted peptide or protein","Influenza A virus",199,144,1,"Daniel Roberto Perez","Jul 23, 2021"
GPL30428,"HiSeq X Ten (unidentified plasmid)","high-throughput sequencing","unidentified plasmid",0,5,2,"GEO","Jul 23, 2021"
GPL30429,"Illumina HiSeq 2500 (Glyptonotus antarcticus)","high-throughput sequencing","Glyptonotus antarcticus",0,18,1,"GEO","Jul 23, 2021"
GPL30408,"Agilent-086000 Human CHr6 G4125A","in situ oligonucleotide","Homo sapiens",180880,3,1,"Christopher Grochowski","Jul 22, 2021"
GPL30415,"Phalanx Human miRNA OneArray v7.2","spotted oligonucleotide","Homo sapiens",2548,0,0,"Jun-Jie Hong","Jul 22, 2021"
GPL30417,"H12O Homo sapiens 255 v1.0","other","Homo sapiens",249,33,1,"Alberto Utrero-Rico","Jul 22, 2021"
GPL30418,"MinION (Equus grevyi)","high-throughput sequencing","Equus grevyi",0,6,1,"GEO","Jul 22, 2021"
GPL30419,"Illumina HiSeq 4000 (Citrus macrophylla)","high-throughput sequencing","Citrus macrophylla",0,4,1,"GEO","Jul 22, 2021"
GPL30420,"Illumina HiSeq 4000 (Citrus x paradisi)","high-throughput sequencing","Citrus x paradisi",0,10,1,"GEO","Jul 22, 2021"
GPL30421,"Illumina HiSeq 4000 (Diaphorina citri)","high-throughput sequencing","Diaphorina citri",0,8,1,"GEO","Jul 22, 2021"
GPL30425,"MinION (Caenorhabditis elegans; Drosophila melanogaster; Homo sapiens; human feces metagenome; Saccharomyces cerevisiae)","high-throughput sequencing","Caenorhabditis elegans;Drosophila melanogaster;Homo sapiens;Saccharomyces cerevisiae;human feces metagenome",0,1,2,"GEO","Jul 22, 2021"
GPL30426,"Illumina NovaSeq 6000 (Caenorhabditis elegans; Drosophila melanogaster; Homo sapiens; human feces metagenome; Saccharomyces cerevisiae)","high-throughput sequencing","Caenorhabditis elegans;Drosophila melanogaster;Homo sapiens;Saccharomyces cerevisiae;human feces metagenome",0,1,2,"GEO","Jul 22, 2021"
GPL30427,"Illumina HiSeq 4000 (Plasmodium falciparum NF54)","high-throughput sequencing","Plasmodium falciparum NF54",0,3,1,"GEO","Jul 22, 2021"
GPL30414,"LAM Subarray 63 - Antigens 10/22/2017","spotted peptide or protein","synthetic construct",63,3,1,"Jacqueline Achkar","Jul 21, 2021"
GPL30416,"Illumina NextSeq 500 (Drosophila melanogaster; Schmidtea mediterranea)","high-throughput sequencing","Drosophila melanogaster;Schmidtea mediterranea",0,2,1,"GEO","Jul 21, 2021"
GPL29639,"Custom TaqMan® Gene Expression Array Cards  Inflammatory Response [Catalog# 4342253]","RT-PCR","Homo sapiens",112,22,1,"Pauline Bade","Jul 20, 2021"
GPL30412,"Illumina NovaSeq 6000 (Prunus sibirica)","high-throughput sequencing","Prunus sibirica",0,0,0,"GEO","Jul 20, 2021"
GPL30405,"Illumina NovaSeq 6000 (Marchantia polymorpha subsp. ruderalis)","high-throughput sequencing","Marchantia polymorpha subsp. ruderalis",0,24,1,"GEO","Jul 19, 2021"
GPL30409,"Illumina NovaSeq 6000 (Bos grunniens)","high-throughput sequencing","Bos grunniens",0,18,1,"GEO","Jul 19, 2021"
GPL30411,"DNBSEQ-T7 (Chlorocebus sabaeus)","high-throughput sequencing","Chlorocebus sabaeus",0,24,1,"GEO","Jul 19, 2021"
GPL30398,"Phalanx Mouse & Rat miRNA OneArray","spotted oligonucleotide","Mus musculus",383,4,1,"I-Fang Wang","Jul 17, 2021"
GPL16206,"NimbleGen Gluconacetobacter xylinus 4x72K custom [110530_RDKK307_Gxyl_expr_X4]","in situ oligonucleotide","Komagataeibacter medellinensis NBRC 3288",3193,16,1,"Seiji Watanabe","Jul 16, 2021"
GPL30401,"Illumina NextSeq 500 (Plasmodium cynomolgi)","high-throughput sequencing","Plasmodium cynomolgi",0,0,0,"GEO","Jul 16, 2021"
GPL30402,"Illumina NextSeq 500 (Mus musculus; Plasmodium cynomolgi)","high-throughput sequencing","Mus musculus;Plasmodium cynomolgi",0,0,0,"GEO","Jul 16, 2021"
GPL30396,"Illumina NovaSeq 6000 (Haemophilus influenzae; Homo sapiens)","high-throughput sequencing","Haemophilus influenzae;Homo sapiens",0,10,1,"GEO","Jul 15, 2021"
GPL30397,"DNBSEQ-G50 (Lactuca sativa)","high-throughput sequencing","Lactuca sativa",0,32,1,"GEO","Jul 15, 2021"
GPL30391,"NextSeq 2000 (Homo sapiens; Mus musculus; Severe acute respiratory syndrome coronavirus 2)","high-throughput sequencing","Homo sapiens;Mus musculus;Severe acute respiratory syndrome coronavirus 2",0,12,1,"GEO","Jul 14, 2021"
